Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Participation_Frac
FedHST,FashionMNIST,0.5,0.9,0.999,17,0.5248046143054962,0.8022766049086616,81.19,51,100,54410,7.796268939971924,7.775558948516846,0.020709991455078125,0.020064830780029297,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,18,0.5350370022296905,0.7909997477976798,80.33,54,100,54410,9.125136137008667,9.102755308151245,0.022380828857421875,0.02173328399658203,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,19,0.5396936618328094,0.7887436798515322,80.2,52,100,54410,7.419840335845947,7.397800445556641,0.02203989028930664,0.021363019943237305,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.5355528406620026,0.7906035251930591,80.45,57,100,54410,8.03619933128357,8.014337062835693,0.021862268447875977,0.021236658096313477,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.5222737290859223,0.7964959782081585,80.96,57,100,54410,9.89688754081726,9.874326467514038,0.022561073303222656,0.021889686584472656,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.49713208751678467,0.8116347948220504,82.15,51,100,54410,7.378068923950195,7.35758113861084,0.02048778533935547,0.019852161407470703,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.474940426158905,0.8205466921058004,82.79,55,100,54410,7.60956335067749,7.58674168586731,0.022821664810180664,0.02218031883239746,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.4613918333053589,0.828828481094552,83.39,52,100,54410,7.576279878616333,7.555166244506836,0.02111363410949707,0.020441532135009766,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.45649527194499967,0.8304787415398707,83.38,58,100,54410,8.902431964874268,8.879470586776733,0.02296137809753418,0.02226877212524414,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.4548286813259125,0.8304411328077317,83.41,51,100,54410,8.743101119995117,8.7246732711792,0.01842784881591797,0.017946720123291016,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.44880098872184754,0.8345672759145281,83.85,59,100,54410,8.24872374534607,8.225051879882812,0.023671865463256836,0.022995948791503906,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.44328933000564574,0.8350521062167523,84.05,54,100,54410,7.967923402786255,7.947873830795288,0.020049571990966797,0.019385337829589844,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.4479248783349991,0.8322123539240842,83.97,50,100,54410,8.465364217758179,8.445921659469604,0.01944255828857422,0.018738746643066406,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.45432694952487945,0.8287753252569597,83.84,58,100,54410,9.391043901443481,9.368151664733887,0.022892236709594727,0.022282838821411133,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.45915037677288056,0.8235689661507756,83.52,53,100,54410,8.195601463317871,8.17590856552124,0.01969289779663086,0.019109249114990234,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.4599361366271973,0.8227475134909465,83.53,57,100,54410,10.550706386566162,10.528494119644165,0.02221226692199707,0.021634817123413086,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.45490320463180545,0.8271864665518909,83.79,51,100,54410,8.083994388580322,8.063488483428955,0.020505905151367188,0.019814252853393555,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.4440014704704285,0.8322025174154636,84.12,53,100,54410,9.498179912567139,9.477033376693726,0.021146535873413086,0.020491838455200195,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.4283391456127167,0.8425157518752806,84.85,55,100,54410,9.40356731414795,9.382825136184692,0.020742177963256836,0.020180225372314453,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.4128560297489166,0.8517844238888788,85.49,56,100,54410,8.621405363082886,8.59798264503479,0.023422718048095703,0.022740840911865234,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.4023988948345184,0.8586869265317689,85.94,50,100,54410,7.851858854293823,7.831537246704102,0.02032160758972168,0.01968216896057129,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.3997431966781616,0.8601851469725428,85.93,57,100,54410,8.635774850845337,8.615116834640503,0.020658016204833984,0.020086288452148438,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.3981386910915375,0.8591015806115301,85.8,57,100,54410,8.37595248222351,8.353962421417236,0.021990060806274414,0.02144765853881836,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.39852274377346036,0.8592699266426577,85.89,58,100,54410,9.051344394683838,9.027695894241333,0.023648500442504883,0.022972822189331055,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.4019591735601425,0.8555302260397835,85.72,50,100,54410,8.060236930847168,8.03963303565979,0.02060389518737793,0.01999497413635254,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.40443347625732423,0.8512733556404959,85.53,53,100,54410,7.515397310256958,7.494925022125244,0.020472288131713867,0.01983332633972168,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.40751154510974885,0.8487553359089528,85.49,52,100,54410,8.781862735748291,8.759886264801025,0.021976470947265625,0.021338701248168945,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.4136654694080353,0.8432258557633867,85.24,51,100,54410,7.748394966125488,7.726594924926758,0.02180004119873047,0.02118659019470215,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.41409391794204714,0.8456665876839804,85.56,54,100,54410,8.487319231033325,8.465502500534058,0.021816730499267578,0.021211862564086914,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.4039376497745514,0.8484818824238921,85.69,50,100,54410,7.623398065567017,7.6053242683410645,0.01807379722595215,0.017530202865600586,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.3949919490098953,0.8545096423175587,86.06,52,100,54410,8.804778099060059,8.783829689025879,0.020948410034179688,0.020322561264038086,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.38611404917240144,0.8602775419170312,86.37,55,100,54410,7.891234874725342,7.868506908416748,0.02272796630859375,0.02207779884338379,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.38087417380809785,0.8651556841199977,86.65,51,100,54410,7.568642616271973,7.549813747406006,0.018828868865966797,0.018237590789794922,135.1171875,0.50-0.60
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.37469934277534483,0.8661116567054382,86.7,51,100,54410,7.620499134063721,7.598889589309692,0.02160954475402832,0.020946025848388672,135.1171875,0.50-0.60
