Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Sweep_Type
FedHST,FashionMNIST,0.5,0.9,0.999,20,0.5176839891433715,0.8084350687789004,80.91,28,100,54410,3.6026525497436523,3.5919458866119385,0.010706663131713867,0.010207176208496094,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,21,0.5066569754123688,0.8150518600541388,81.27,24,100,54410,4.186492204666138,4.176252841949463,0.010239362716674805,0.009671688079833984,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,22,0.50655225481987,0.8138666252748052,81.04,26,100,54410,4.051769495010376,4.039886951446533,0.011882543563842773,0.011245250701904297,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,23,0.5093752426624298,0.8151063398344235,81.54,28,100,54410,4.749584674835205,4.738542795181274,0.011041879653930664,0.010464668273925781,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,24,0.5182035385131836,0.8037105021077989,80.93,23,100,54410,3.121976137161255,3.111910820007324,0.010065317153930664,0.00948190689086914,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,25,0.5361487490653992,0.7938378973693394,80.32,29,100,54410,3.9629807472229004,3.9510891437530518,0.011891603469848633,0.011340141296386719,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,26,0.5494209257125855,0.7815846287478531,80.17,26,100,54410,4.586916923522949,4.574566841125488,0.012350082397460938,0.011718034744262695,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,27,0.5190411046028137,0.7890752110928277,81.23,27,100,54410,4.388433933258057,4.377762079238892,0.010671854019165039,0.010072946548461914,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,28,0.4855683227300644,0.8083770979553624,82.73,30,100,54410,4.663968324661255,4.652188062667847,0.011780261993408203,0.011234045028686523,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,29,0.4545705709218979,0.8251337625825824,83.71,25,100,54410,2.8715567588806152,2.8605499267578125,0.011006832122802734,0.010442495346069336,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,30,0.44038991656303406,0.8375646912420519,84.49,28,100,54410,4.238823890686035,4.226881980895996,0.011941909790039062,0.011357545852661133,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,31,0.4283814289569855,0.8469777823208189,84.89,25,100,54410,3.0850448608398438,3.0737545490264893,0.011290311813354492,0.010680913925170898,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,32,0.4427565892219543,0.8417436877640576,83.88,25,100,54410,3.057443857192993,3.0476064682006836,0.00983738899230957,0.00924539566040039,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,33,0.4572959424972534,0.8332103972297095,82.9,27,100,54410,4.303490161895752,4.291739225387573,0.011750936508178711,0.011148929595947266,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,34,0.4381771983146667,0.8444976077450377,84.14,29,100,54410,4.807343482971191,4.794846773147583,0.012496709823608398,0.011872053146362305,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,35,0.42226391468048097,0.85202406350142,85.15,27,100,54410,3.9980409145355225,3.9869539737701416,0.01108694076538086,0.010511398315429688,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,36,0.4301086372852325,0.845027273282186,84.9,26,100,54410,4.470566987991333,4.459912061691284,0.010654926300048828,0.010093212127685547,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.44894379243850707,0.831820345259589,84.18,22,100,54410,3.757260322570801,3.747532367706299,0.009727954864501953,0.009122610092163086,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.4844544508934021,0.8109484756232128,82.98,25,100,54410,3.020458221435547,3.0086092948913574,0.011848926544189453,0.011242866516113281,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.5025978901863098,0.8005379327781613,82.22,27,100,54410,4.032871246337891,4.021153450012207,0.011717796325683594,0.011145830154418945,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.48065370309352873,0.8075637995317433,82.54,27,100,54410,3.999227523803711,3.986961603164673,0.012265920639038086,0.011617422103881836,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.43548375160694125,0.8315301921222046,84.13,26,100,54410,3.9630813598632812,3.9527831077575684,0.01029825210571289,0.009751081466674805,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.4009013214588165,0.8536764050242851,85.75,28,100,54410,4.025872707366943,4.014704704284668,0.01116800308227539,0.01056361198425293,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.3926986878156662,0.8598973621220825,85.91,26,100,54410,3.3954708576202393,3.3845431804656982,0.010927677154541016,0.010367631912231445,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.40343897631168363,0.8557407316062718,85.36,29,100,54410,4.718106985092163,4.705213785171509,0.012893199920654297,0.012265920639038086,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.4144025996208191,0.8515468149623009,84.91,26,100,54410,3.080601692199707,3.070284605026245,0.010317087173461914,0.00981450080871582,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.4049624097108841,0.8541322660694657,85.27,30,100,54410,5.0968968868255615,5.083601713180542,0.013295173645019531,0.01252293586730957,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.3932441867828369,0.8580294312168182,85.8,27,100,54410,3.326181650161743,3.3142008781433105,0.011980772018432617,0.011379241943359375,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.3881531877040863,0.8609852097058768,86.27,27,100,54410,4.632996082305908,4.621245622634888,0.011750459671020508,0.011075019836425781,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.39100050089359284,0.8577231275854496,86.08,25,100,54410,3.676607370376587,3.666069507598877,0.010537862777709961,0.009979724884033203,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.3870585387468338,0.8585578778122762,86.23,30,100,54410,4.388997793197632,4.3769917488098145,0.012006044387817383,0.011345624923706055,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,1,2.2959425468444823,0.04137674386879013,11.18,30,100,54410,5.11599063873291,5.102973222732544,0.013017416000366211,0.012398481369018555,122.7568359375,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,2,2.212307068634033,0.0687217947353412,14.19,26,100,54410,4.222818374633789,4.211346387863159,0.011471986770629883,0.010785102844238281,122.7568359375,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,3,2.1058447666168214,0.1657370307270018,22.04,30,100,54410,5.051408052444458,5.038592338562012,0.012815713882446289,0.012220621109008789,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,4,1.9720214191436767,0.25789702278245763,34.56,23,100,54410,3.185511827468872,3.1749184131622314,0.010593414306640625,0.009968280792236328,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,5,1.846306579399109,0.32364688945372877,41.88,26,100,54410,3.8491427898406982,3.837639093399048,0.01150369644165039,0.010875940322875977,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,6,1.7267932804107666,0.3730365142688997,46.22,24,100,54410,4.315906524658203,4.305724620819092,0.010181903839111328,0.009624481201171875,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,7,1.6032865043640137,0.4045878461354665,49.0,28,100,54410,4.3667919635772705,4.353933334350586,0.01285862922668457,0.01216888427734375,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,8,1.497288228225708,0.41914965878373645,50.19,24,100,54410,3.6435155868530273,3.632758855819702,0.010756731033325195,0.0101470947265625,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,9,1.420117363357544,0.4254537243317206,50.61,25,100,54410,3.540832757949829,3.529447555541992,0.011385202407836914,0.010782480239868164,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,10,1.3526739088058473,0.4330952661322696,51.07,20,100,54410,2.9938161373138428,2.986018180847168,0.007797956466674805,0.007261991500854492,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,11,1.2977466524124146,0.4401187677271873,51.55,20,100,54410,2.3989691734313965,2.3894810676574707,0.009488105773925781,0.008881807327270508,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,12,1.2368098418235778,0.4541738325748296,53.12,30,100,54410,4.959179878234863,4.946741819381714,0.012438058853149414,0.011811971664428711,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,13,1.1664440048217772,0.4681247280490276,54.67,29,100,54410,4.629265308380127,4.618463754653931,0.010801553726196289,0.010288238525390625,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,14,1.0931743988990783,0.48329388234503645,56.26,22,100,54410,3.979827642440796,3.9713213443756104,0.008506298065185547,0.007954597473144531,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,15,1.01637358045578,0.5094844630822768,58.37,28,100,54410,4.547274827957153,4.534992694854736,0.012282133102416992,0.01172947883605957,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,16,0.9409932893753051,0.5443393165143513,61.02,28,100,54410,4.7663726806640625,4.753466367721558,0.012906312942504883,0.01228952407836914,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,17,0.8799019429206848,0.5995613999531246,64.71,26,100,54410,4.105629205703735,4.093703985214233,0.011925220489501953,0.011238813400268555,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,18,0.8241095410346985,0.6701530496084473,69.82,21,100,54410,3.017775774002075,3.0075888633728027,0.010186910629272461,0.009532690048217773,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,19,0.7773690673828125,0.7110720843181519,72.99,28,100,54410,4.570547819137573,4.559463262557983,0.011084556579589844,0.010534524917602539,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,20,0.7331141254425049,0.7365101993834285,74.95,28,100,54410,3.6211273670196533,3.608271837234497,0.01285552978515625,0.012172937393188477,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,21,0.7152307266235352,0.7428526399490246,75.21,24,100,54410,4.3472161293029785,4.335501432418823,0.011714696884155273,0.010911703109741211,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,22,0.7115987438201904,0.7415471700535607,74.89,26,100,54410,3.8640880584716797,3.8523526191711426,0.01173543930053711,0.011112451553344727,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,23,0.7068180708885193,0.7405496643758614,74.64,28,100,54410,4.653271436691284,4.641160249710083,0.012111186981201172,0.011521339416503906,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,24,0.7022044202804566,0.7404033228359399,74.53,23,100,54410,2.8468899726867676,2.8374502658843994,0.009439706802368164,0.008914709091186523,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,25,0.6927227143287659,0.7436128805369958,74.75,29,100,54410,3.4318132400512695,3.419304132461548,0.01250910758972168,0.011905193328857422,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,26,0.6802891953468323,0.7507954556393315,75.33,26,100,54410,3.967937469482422,3.9575092792510986,0.010428190231323242,0.009848356246948242,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,27,0.6674639430522918,0.7580742838234007,75.95,27,100,54410,3.758397102355957,3.7468533515930176,0.011543750762939453,0.010964393615722656,122.98046875,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,28,0.6556703918457031,0.7663122620410112,76.68,30,100,54410,4.3457043170928955,4.334381341934204,0.011322975158691406,0.01082611083984375,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,29,0.6499721471309662,0.7741107166840846,77.46,25,100,54410,2.653165102005005,2.643656015396118,0.009509086608886719,0.008996725082397461,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,30,0.6472176285266876,0.7748260306981194,77.68,28,100,54410,3.6461472511291504,3.6351773738861084,0.010969877243041992,0.010422468185424805,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,31,0.6420203175544739,0.7803732054166463,78.31,25,100,54410,3.0287718772888184,3.018331527709961,0.010440349578857422,0.009874820709228516,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,32,0.6465047461509704,0.7785550069888859,78.2,25,100,54410,2.946366786956787,2.9365077018737793,0.009859085083007812,0.009369850158691406,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,33,0.6661394473552704,0.7723436010046882,77.58,27,100,54410,4.212704420089722,4.200628757476807,0.012075662612915039,0.011472940444946289,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,34,0.6896046553134918,0.7570791790481092,76.24,29,100,54410,4.68446946144104,4.67291784286499,0.011551618576049805,0.010997772216796875,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,35,0.7157978772163391,0.7421092377461294,74.86,27,100,54410,4.006764650344849,3.9947123527526855,0.012052297592163086,0.011433601379394531,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,36,0.7479455019950867,0.7216588923780453,72.97,26,100,54410,4.262518882751465,4.251404523849487,0.011114358901977539,0.0106201171875,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,37,0.7714119080543518,0.7058571083355131,71.66,22,100,54410,3.790069818496704,3.7796242237091064,0.010445594787597656,0.00982213020324707,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,38,0.8167619191169738,0.6845455388317331,69.79,25,100,54410,3.060549259185791,3.0506019592285156,0.00994729995727539,0.009378194808959961,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,39,0.8398574582099915,0.6706678270515847,68.69,27,100,54410,4.035121917724609,4.025181531906128,0.009940385818481445,0.009403467178344727,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,40,0.843170460987091,0.6718652433944253,68.85,27,100,54410,3.9961159229278564,3.9844000339508057,0.011715888977050781,0.011081695556640625,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,41,0.8294558742523194,0.6788724645060559,69.42,26,100,54410,4.421729803085327,4.411221265792847,0.010508537292480469,0.009984731674194336,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,42,0.8043493197441101,0.6954284923947771,70.8,28,100,54410,4.179475784301758,4.167788028717041,0.011687755584716797,0.011092662811279297,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,43,0.7711287299156189,0.7113410466907909,72.22,26,100,54410,3.9911139011383057,3.9796559810638428,0.01145792007446289,0.010828971862792969,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,44,0.7347263773918152,0.7293120103262462,73.91,29,100,54410,4.818173885345459,4.804895639419556,0.01327824592590332,0.012544393539428711,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,45,0.6961705109596252,0.7462622751939477,75.51,26,100,54410,2.626997232437134,2.6147334575653076,0.012263774871826172,0.011595487594604492,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,46,0.6555498627662659,0.7623600215673918,77.11,30,100,54410,4.416076898574829,4.403401136398315,0.012675762176513672,0.012018680572509766,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,47,0.6178909545898438,0.775705569716924,78.43,27,100,54410,3.429658889770508,3.418910026550293,0.010748863220214844,0.01024770736694336,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,48,0.5892820343494415,0.7858311325054034,79.36,27,100,54410,4.4231109619140625,4.411688804626465,0.011422157287597656,0.010799884796142578,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,49,0.5651532816410064,0.7967476066404109,80.34,25,100,54410,3.1013035774230957,3.0920281410217285,0.009275436401367188,0.008798599243164062,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.99,0.999,50,0.5497908870220184,0.8011749946904068,80.72,30,100,54410,3.9857282638549805,3.972618341445923,0.013109922409057617,0.012494325637817383,122.98095703125,beta1
FedHST,FashionMNIST,0.5,0.9,0.9,1,2.060893410491943,0.17779410376368654,25.54,30,100,54410,4.8129963874816895,4.800928354263306,0.012068033218383789,0.011535406112670898,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,2,1.6562416702270508,0.27867047627103547,39.65,26,100,54410,3.7104854583740234,3.699927568435669,0.010557889938354492,0.009991645812988281,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,3,1.334010652732849,0.43211890455178326,51.14,30,100,54410,4.3364317417144775,4.324799299240112,0.011632442474365234,0.011122941970825195,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,4,1.1196954093933105,0.45513157177387836,53.06,23,100,54410,2.74177622795105,2.7320806980133057,0.00969552993774414,0.009119749069213867,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,5,0.9249212260246277,0.6431323922717954,67.57,26,100,54410,3.4540531635284424,3.4432473182678223,0.010805845260620117,0.010215044021606445,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,6,0.7891842957496643,0.7199479468174969,73.27,24,100,54410,4.128357172012329,4.11742901802063,0.010928153991699219,0.010256052017211914,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,7,0.8192326076507568,0.6992700932409032,71.52,28,100,54410,4.092751979827881,4.08048939704895,0.012262582778930664,0.011691570281982422,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,8,0.8453275952339172,0.6727351531822979,70.35,24,100,54410,3.186978816986084,3.176170587539673,0.010808229446411133,0.010123729705810547,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,9,0.8183694036483765,0.6764130224681727,70.82,25,100,54410,3.1913585662841797,3.1800968647003174,0.011261701583862305,0.010653018951416016,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,10,0.784529668712616,0.6756480076667531,69.75,20,100,54410,2.620760679244995,2.611776828765869,0.008983850479125977,0.008353710174560547,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,11,0.7222937168598175,0.7138008914611046,72.53,20,100,54410,2.1925082206726074,2.183485269546509,0.009022951126098633,0.008431196212768555,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,12,0.7113314836502075,0.7220337137856314,73.78,30,100,54410,4.326099872589111,4.31361722946167,0.012482643127441406,0.011905193328857422,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,13,0.7043476374149322,0.7270256211649666,74.58,29,100,54410,4.30455470085144,4.291498184204102,0.013056516647338867,0.012426137924194336,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,14,0.6907994513034821,0.7370179872269462,75.83,22,100,54410,3.836169481277466,3.8268399238586426,0.009329557418823242,0.008777141571044922,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,15,0.667235783815384,0.743390638851505,76.79,28,100,54410,4.247453689575195,4.236157417297363,0.011296272277832031,0.010746002197265625,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,16,0.646084313583374,0.7543164696215855,77.7,28,100,54410,4.604305744171143,4.593447208404541,0.010858535766601562,0.010267257690429688,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,17,0.6278202334880829,0.7673963514056392,78.25,26,100,54410,4.156298875808716,4.145676851272583,0.010622024536132812,0.010097265243530273,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,18,0.5845078511238098,0.7818461877892795,79.07,21,100,54410,3.278923273086548,3.2693052291870117,0.009618043899536133,0.009013175964355469,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,19,0.5494778473854065,0.7941629673100203,79.81,28,100,54410,5.146362066268921,5.1355204582214355,0.010841608047485352,0.010289192199707031,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,20,0.5309711163043975,0.8078603964288897,80.75,28,100,54410,4.069077253341675,4.057772397994995,0.011304855346679688,0.010728597640991211,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,21,0.526523807144165,0.8068095611932924,80.37,24,100,54410,4.5232110023498535,4.512711048126221,0.010499954223632812,0.009934663772583008,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,22,0.5236919221401215,0.8070013854378406,80.39,26,100,54410,3.744866371154785,3.7331817150115967,0.011684656143188477,0.011066675186157227,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,23,0.5291213210582734,0.8051573087476955,80.68,28,100,54410,4.687332630157471,4.674691915512085,0.012640714645385742,0.011997461318969727,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,24,0.5406019902706146,0.7880037353963499,79.63,23,100,54410,2.8944921493530273,2.884341239929199,0.010150909423828125,0.009584665298461914,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,25,0.5558087920188903,0.7784733736645281,79.29,29,100,54410,3.4319236278533936,3.4186618328094482,0.013261795043945312,0.012551307678222656,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,26,0.562026279592514,0.768532470447763,79.37,26,100,54410,4.018744230270386,4.006805181503296,0.011939048767089844,0.011326313018798828,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,27,0.5285627429008484,0.7822992929563471,80.99,27,100,54410,3.8054215908050537,3.7944817543029785,0.010939836502075195,0.010407686233520508,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,28,0.49437728085517885,0.801567723967491,82.27,30,100,54410,4.382448196411133,4.3700315952301025,0.012416601181030273,0.011792659759521484,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,29,0.46304843873977664,0.8231137917108864,83.58,25,100,54410,2.7169055938720703,2.7053067684173584,0.011598825454711914,0.010963916778564453,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,30,0.44711144080162046,0.8348357658977736,84.27,28,100,54410,3.8008036613464355,3.790346384048462,0.010457277297973633,0.009950399398803711,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,31,0.43494392724037173,0.8448148087350787,84.66,25,100,54410,3.190849781036377,3.180584669113159,0.010265111923217773,0.009658575057983398,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,32,0.4501106997966766,0.8410940269700348,83.82,25,100,54410,3.1342780590057373,3.1238653659820557,0.01041269302368164,0.009838104248046875,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,33,0.4629018106460571,0.8321683430254936,82.87,27,100,54410,4.3031325340271,4.292937517166138,0.010195016860961914,0.009667158126831055,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,34,0.4371166750192642,0.8417622105945977,83.99,29,100,54410,4.738072633743286,4.725037097930908,0.01303553581237793,0.012410640716552734,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,35,0.4250091694355011,0.8452051663706825,84.7,27,100,54410,3.906806468963623,3.895542860031128,0.011263608932495117,0.010690450668334961,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,36,0.4457204504966736,0.8294277882492869,83.85,26,100,54410,4.300903081893921,4.289889097213745,0.011013984680175781,0.01045370101928711,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,37,0.47598756155967714,0.8123739364698596,82.98,22,100,54410,4.293314695358276,4.2822136878967285,0.011101007461547852,0.010473012924194336,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,38,0.519501738357544,0.7940438273498196,81.94,25,100,54410,3.1865527629852295,3.175252914428711,0.011299848556518555,0.010685920715332031,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,39,0.5376580976486206,0.7865715591907467,81.36,27,100,54410,4.042282342910767,4.031109571456909,0.011172771453857422,0.010596752166748047,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,40,0.4992670835018158,0.7984381313828488,82.01,27,100,54410,3.914965867996216,3.9039011001586914,0.011064767837524414,0.010496854782104492,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,41,0.4399377998352051,0.8300827100723709,84.14,26,100,54410,3.9557244777679443,3.9439334869384766,0.011790990829467773,0.011177778244018555,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,42,0.4057158166885376,0.8526046195313229,85.61,28,100,54410,4.055611610412598,4.045656442642212,0.009955167770385742,0.009447097778320312,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,43,0.4089472043514252,0.854644139836321,85.39,26,100,54410,3.3467371463775635,3.336686611175537,0.010050535202026367,0.009528398513793945,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,44,0.4260586190223694,0.8452242543286305,84.38,29,100,54410,4.609125852584839,4.5977559089660645,0.011369943618774414,0.01078939437866211,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,45,0.4377714653968811,0.8399608744188457,83.9,26,100,54410,2.6606879234313965,2.6506032943725586,0.01008462905883789,0.009540319442749023,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,46,0.4206897085905075,0.8485810413527135,84.8,30,100,54410,5.047182559967041,5.03445839881897,0.012724161148071289,0.012074708938598633,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,47,0.40211367173194884,0.8565200069993159,85.75,27,100,54410,3.484370231628418,3.474376678466797,0.009993553161621094,0.009452104568481445,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,48,0.39481633229255675,0.8573846978284723,86.03,27,100,54410,4.311988592147827,4.300180435180664,0.011808156967163086,0.011167764663696289,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,49,0.397113849067688,0.855225065244049,86.01,25,100,54410,3.116593360900879,3.106168270111084,0.010425090789794922,0.009804248809814453,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.9,50,0.39505261101722716,0.8543665816278679,86.02,30,100,54410,3.9403936862945557,3.928520917892456,0.01187276840209961,0.011335611343383789,122.98095703125,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,1,2.0549357761383056,0.1776321333326664,25.54,30,100,54410,4.892254590988159,4.879674911499023,0.012579679489135742,0.011784553527832031,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,2,1.6226595123291017,0.29162799973501763,40.35,26,100,54410,3.903801441192627,3.8935482501983643,0.010253190994262695,0.00967097282409668,122.7568359375,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,3,1.2941848049163818,0.44015764072207786,51.7,30,100,54410,4.534400939941406,4.52335524559021,0.011045694351196289,0.010547399520874023,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,4,1.0917622610092164,0.485966458357238,54.82,23,100,54410,3.1627371311187744,3.152629852294922,0.010107278823852539,0.009492635726928711,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,5,0.8978046328544617,0.6589625868988201,68.7,26,100,54410,3.854313611984253,3.8437652587890625,0.01054835319519043,0.009966135025024414,122.98046875,beta2
FedHST,FashionMNIST,0.5,0.9,0.99,6,0.765638315486908,0.7284014211015521,73.96,24,100,54410,4.748304843902588,4.738035202026367,0.010269641876220703,0.009668111801147461,122.98046875,beta2
