Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Local_Epochs_Config
FedHST,FashionMNIST,0.5,0.9,0.999,37,0.3880740276098251,0.8615151443170154,86.52,22,100,54410,21.41321301460266,21.402299642562866,0.010913372039794922,0.010230541229248047,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,38,0.4246959865808487,0.8455471158216465,85.29,25,100,54410,16.01784896850586,16.006283283233643,0.011565685272216797,0.010913848876953125,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,39,0.45870457043647767,0.8303395744035601,84.19,27,100,54410,21.40299367904663,21.391443014144897,0.011550664901733398,0.010947942733764648,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,40,0.4455743884563446,0.836448994228675,84.87,27,100,54410,21.720045804977417,21.708324909210205,0.011720895767211914,0.01103520393371582,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,41,0.40901441268920896,0.8528222408369004,86.23,26,100,54410,22.38555669784546,22.37277889251709,0.01277780532836914,0.011987686157226562,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,42,0.38722969036102295,0.8615627371987588,86.79,28,100,54410,21.711849212646484,21.694833517074585,0.017015695571899414,0.01625370979309082,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,43,0.3838155985593796,0.862293566604793,86.64,26,100,54410,17.984490633010864,17.973039627075195,0.011451005935668945,0.0108184814453125,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,44,0.3945204622507095,0.859643372300979,86.31,29,100,54410,24.663806676864624,24.650886058807373,0.012920618057250977,0.012256860733032227,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,45,0.39522796931266785,0.8615559924295864,86.39,26,100,54410,15.188913345336914,15.176987171173096,0.01192617416381836,0.011290550231933594,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,46,0.38382146809101103,0.8657607657180331,86.74,30,100,54410,25.453895330429077,25.43993353843689,0.0139617919921875,0.013240575790405273,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,47,0.3706359318971634,0.8707327158280765,87.23,27,100,54410,18.24083423614502,18.230292797088623,0.010541439056396484,0.00989532470703125,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,48,0.3618289511680603,0.8726338130465523,87.44,27,100,54410,24.70882225036621,24.69684386253357,0.011978387832641602,0.011240482330322266,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,49,0.35656759536266325,0.8727716135544071,87.46,25,100,54410,17.106737852096558,17.09449315071106,0.012244701385498047,0.011519432067871094,122.98095703125,5
FedHST,FashionMNIST,0.5,0.9,0.999,50,0.3515859034061432,0.8748144421027071,87.66,30,100,54410,21.556389570236206,21.543492317199707,0.012897253036499023,0.012258768081665039,122.98095703125,5
