Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Seed
FedHST,FashionMNIST,0.3,0.9,0.999,12,0.7033633072376251,0.7361830813491286,74.85,30,100,54410,5.045971393585205,5.033144235610962,0.012827157974243164,0.012188196182250977,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,13,0.6887657657623291,0.7403279356247785,75.83,29,100,54410,4.556061029434204,4.543034791946411,0.013026237487792969,0.012399911880493164,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,14,0.6689727460384369,0.7440483178346731,76.6,22,100,54410,3.64506459236145,3.6350038051605225,0.010060787200927734,0.009457588195800781,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,15,0.6320965292930603,0.7506163486105797,77.65,28,100,54410,4.15147066116333,4.139573574066162,0.011897087097167969,0.011307477951049805,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,16,0.6186118900299072,0.759815536033196,78.29,28,100,54410,4.763918876647949,4.751688003540039,0.012230873107910156,0.011485815048217773,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,17,0.6206512926101685,0.7670806023721782,78.37,26,100,54410,4.329795837402344,4.317739725112915,0.012056112289428711,0.011381387710571289,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,18,0.5892135918140411,0.7768969743080057,78.7,21,100,54410,3.5169012546539307,3.5063693523406982,0.010531902313232422,0.009876012802124023,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,19,0.5424977508544921,0.7969376580371071,80.22,28,100,54410,5.298894643783569,5.287232398986816,0.01166224479675293,0.011154413223266602,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,20,0.51650021443367,0.8114345732702286,81.03,28,100,54410,4.232839822769165,4.220093727111816,0.012746095657348633,0.012029170989990234,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,21,0.5155586202144623,0.8113531574409457,80.63,24,100,54410,4.816726207733154,4.805822134017944,0.010904073715209961,0.01032567024230957,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,22,0.5153694548606873,0.8172209694732672,81.31,26,100,54410,4.506465673446655,4.4935362339019775,0.012929439544677734,0.012331724166870117,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,23,0.5164592398166656,0.810618644214129,81.11,28,100,54410,5.719095468521118,5.707584619522095,0.011510848999023438,0.010913372039794922,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,24,0.5331263860702514,0.7977911754837795,80.5,23,100,54410,3.2580645084381104,3.2472972869873047,0.010767221450805664,0.01006007194519043,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,25,0.5426239189624786,0.791914425010975,80.4,29,100,54410,3.905717372894287,3.8939356803894043,0.011781692504882812,0.011215448379516602,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,26,0.5425467820167541,0.7835672687025299,80.63,26,100,54410,4.650490999221802,4.638446569442749,0.012044429779052734,0.01139068603515625,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,27,0.5012577338218689,0.8009681270716655,82.28,27,100,54410,4.295418977737427,4.284196615219116,0.011222362518310547,0.010645389556884766,122.98046875,42
FedHST,FashionMNIST,0.3,0.9,0.999,28,0.47058338317871096,0.817290856525171,83.26,30,100,54410,5.047199964523315,5.034932374954224,0.012267589569091797,0.011669397354125977,122.98095703125,42
FedHST,FashionMNIST,0.3,0.9,0.999,29,0.4472356623649597,0.8346798012212563,84.25,25,100,54410,2.7383100986480713,2.727644443511963,0.010665655136108398,0.010094404220581055,122.98095703125,42
FedHST,FashionMNIST,0.3,0.9,0.999,30,0.43631642661094666,0.8423073520218344,84.65,28,100,54410,3.828294277191162,3.817157030105591,0.011137247085571289,0.010506868362426758,122.98095703125,42
FedHST,FashionMNIST,0.3,0.9,0.999,31,0.4293051858901977,0.8495730602998881,84.88,25,100,54410,3.1991939544677734,3.1894121170043945,0.009781837463378906,0.00924825668334961,122.98095703125,42
